address_ss58,airdrop_amount,total_dot,snapshot_dot,nompool_dot,crowdloan_dot,num_criteria,criteria1,criteria11,criteria12,criteria2,criteria3,criteria4,criteria5,criteria6
12MCfEYRr3unADt5JGcC6EvCMQCg9wNNPNt92HBHqwmRuNTa,17,6381.1614158249,6381.1614158249,0,0,1,0,0,0,1,0,0,0,0
16Y6HPFwenaiQrFP4SjovCVKj87kdSpsGsKvg8yPAbLi7x7Y,17,125950.4719624835,125950.4719624835,0,0,1,0,0,0,1,0,0,0,0
1R8FDaWeK6RgxyeTLXcLxrpuQkQ4Cx9bcJv7MTzGq6bp5de,17,13001.8770798262,13001.8770798262,0,0,1,0,0,0,1,0,0,0,0
162fsvnqoid6TQYT5SjP9jwAVvANMR6TJbrnYQ3W4ZgpYup2,17,117772.4185255713,117772.4185255713,0,0,1,0,0,0,1,0,0,0,0
15AXS2CnugjUQEGQXdwychA6hDxbAk64wA36QACkWWmSd6gM,17,5624.7473525984,5624.7473525984,0,0,1,0,0,0,1,0,0,0,0
14d5JHFibsLFoAgXpC6eMWiP8PGBcEtVp61kavbW6q9BaZT9,17,100009.8578586411,100009.8578586411,0,0,1,0,0,0,1,0,0,0,0
14wfF6MPjpTkg8xNKkS4tB8buf8SrXSLjhGJi2fwfCTh3JM4,17,6218.2570239026,6218.2570239026,0,0,1,0,0,0,1,0,0,0,0
127ZYsZerDSD6HhpK8Kg1s4QYY3FqBS7trRUvCLMuqw1cEyx,17,10131.40784982,10131.40784982,0,0,1,0,0,0,1,0,0,0,0
1msE3vaSu5xSdjtm2YM7w3nDjs2nNrrN8bnD5kbsJVxFdGh,17,20978.7840755171,20978.7840755171,0,0,1,0,0,0,1,0,0,0,0
14Pb4ZDUAMM2pfdzuZosipLx52wZDQVAEECZGD22nXvohCdg,17,5707.5980576082,5707.5980576082,0,0,1,0,0,0,1,0,0,0,0
12UZb7Xap66nLTTyUVeR4owiSY5isgPyAkKCSDo69hSUondb,17,57943.7017737633,57943.7017737633,0,0,1,0,0,0,1,0,0,0,0
13nVZZgwDqygpQ9guexwPvLnqous2SqfJuRD33RbzMdbwxXT,17,14110.9632859418,14110.9632859418,0,0,1,0,0,0,1,0,0,0,0
16LxjVoD9hw6BWK24m73Zpuny2ShnBkkZdch1shvXhbiZwXk,17,10085.0537725958,10085.0537725958,0,0,1,0,0,0,1,0,0,0,0
14ymmkeZwHZyFnHEcW124yGUoBSMNvfgHc2FBZHyQXv3sg6h,17,6002.3898591066,6002.3898591066,0,0,1,0,0,0,1,0,0,0,0
12Lk6mRFb43dH9Qdi5zd6d8bn4zXy9QGNXL8P83tVcsV1ZLm,17,291398.1471202113,291398.1471202113,0,0,1,0,0,0,1,0,0,0,0
13ecq1GpN4wBMDtq7LpuP95SqVaPR543a8sMfq7UZxLpaQVf,17,6069.164539213,6069.164539213,0,0,1,0,0,0,1,0,0,0,0
1RAVWEBzbZMCZsSk9fotSQRwU3FZBYALo2DasQCayHkjCkB,17,100024.9843986534,100024.9843986534,0,0,1,0,0,0,1,0,0,0,0
14TcoSZsog42urx2Jh6zB4f1MH8BeNnLMo4rXsZcu85c3pkd,17,2201204.921253558,2201204.921253558,0,0,1,0,0,0,1,0,0,0,0
15pAXcgtjgiEMUwSNwwDpJCX9KE8drWny2SuNY2iMnkVrfyL,17,19999.7684200225,19999.7684200225,0,0,1,0,0,0,1,0,0,0,0
16Ayv8oue8dspri7y6jeUs2BJnZHpeLwbB6anGExKNR1b19b,17,12043.010082352,12043.010082352,0,0,1,0,0,0,1,0,0,0,0
13jC9aptEpZcjgmp6wBRQuz9Ze3qNqviLzedFzCKFPKhfJ58,17,10450.003826667,10450.003826667,0,0,1,0,0,0,1,0,0,0,0
14tYHN9nBKS4bhhGNqbcdYL8LCZHW2DC49C58TtT8GmBo3Xq,17,8247.360716360301,34.4489999181,8212.9117164422,0,1,0,0,0,1,0,0,0,0
156Ynao9um5UAUMh4smx42R7SucXEvYJ4FjLSUksS3xwtzUC,17,18010.3048471844,18010.3048471844,0,0,1,0,0,0,1,0,0,0,0
14dYY3ccpVg1PycfgmToPQdCPC88WnP9FxKj5nHaGGex9tcj,17,5148.7564847259,5148.7564847259,0,0,1,0,0,0,1,0,0,0,0
166mdqQYUhoGb5wSWnsMfQtabiqm6D3vPv6wsFViKwoU83a1,17,14980.1905696275,14980.1905696275,0,0,1,0,0,0,1,0,0,0,0
16g1dA3i4jHifJc5RQGHrnCrBupNz8rr8EXvnoFqZeauEZpF,17,27270.0865452635,27270.0865452635,0,0,1,0,0,0,1,0,0,0,0
15bhKdrHodQmSrpFAJ1fVf55BjqYtK5UC2JCb7jLhoctpf42,17,8416.234325389,8416.234325389,0,0,1,0,0,0,1,0,0,0,0
129N59nUH1JJfBK2RDSg1rEJGiH2iJ3SN7e2rjYscjNcMeub,17,6456.3431808622,8.5727570253,6447.7704238369,0,1,0,0,0,1,0,0,0,0
12eE2qPvUEvSnBek3ah7Wk7jmcF9AeizstCushPgbDwhjomb,17,8430.1057533372,8430.1057533372,0,0,1,0,0,0,1,0,0,0,0
129EZ99ipZpxW2nZGasxiDdWZ7FjKsEVJa8bZTexiNpAZ9Xy,17,9694.7163852957,9694.7163852957,0,0,1,0,0,0,1,0,0,0,0
1ZNSinF87VFkZk5mjwVSnjSx2UiYNDdgP5tZjWmaxxYfjHA,17,6717.590907880301,22.873151382,6694.7177564983,0,1,0,0,0,1,0,0,0,0
14KSX7JpqnfjzAADmiR36Nr7XNjiadh1DjrSrPysvGwBRYbw,17,8925.3946946432,8925.3946946432,0,0,1,0,0,0,1,0,0,0,0
13H7FvepJ4k8VaQEPhqCB1rvo7K15qDUXpv6upk9bY33goGo,17,5079.1153447159,5079.1153447159,0,0,1,0,0,0,1,0,0,0,0
13UVJyLnbVp8c4FQeiGHffyovdqVKehXQfVjk1mkenbUnFDK,17,18038.4472206721,18038.4472206721,0,0,1,0,0,0,1,0,0,0,0
14g4wb5dGHUUMPmjSi33umvR7wxbX1aSFirrfhH9t6qJukof,17,13034.3018623593,13034.3018623593,0,0,1,0,0,0,1,0,0,0,0
15zuYpheTWS5eQm7ii89T48BY8n1saz4WYKJK5S22hRR1U7Q,17,5561.3534420888,5561.3534420888,0,0,1,0,0,0,1,0,0,0,0
15yxxN9gHo7iNvwj15M99EaiicSGPuXZMa3SGUq1xzmtRaFp,17,200149.9528564772,200149.9528564772,0,0,1,0,0,0,1,0,0,0,0
13VPJTedcLEkoexRAgRTPtjWRzjEqzf3kYu1wJw7EKnE8som,17,21057.8145703521,21057.8145703521,0,0,1,0,0,0,1,0,0,0,0
136uVVYhETkEJTvvr1qd7nSfandKT2Jid77YzAtjFdBm6qiq,17,19999.7841933163,19999.7841933163,0,0,1,0,0,0,1,0,0,0,0
16WxK9XmqzbZRdb4Z4kbnCPs9fBrS2gr5SjnEqsPooMWcroL,17,6524.9811710972,6524.9811710972,0,0,1,0,0,0,1,0,0,0,0
13ZfDvSbDHZMEASQuzPBTd4Ry2nJruLuXuDcY1RXTujSEvPD,17,1187403.839822444,1187403.839822444,0,0,1,0,0,0,1,0,0,0,0
134GsvifvpUtMhKgDmEfxpGKSZ5jh1aqbZKAgejhq36tdaH2,17,15586.699195222,15586.699195222,0,0,1,0,0,0,1,0,0,0,0
15t3zpGemkYMY7Msowp2thJqoMWJ3VFJkzcHmfJ2zXPixGbA,17,9075.8776795478,9075.8776795478,0,0,1,0,0,0,1,0,0,0,0
13aKPY8r71HfTg8mfu8h6L1QvTzThe7g1Q2xrSPagcQWCCB4,17,50149.9528564772,50149.9528564772,0,0,1,0,0,0,1,0,0,0,0
12P8nidipgEhtTrbLDSRDby3QaW354oA6n2GPfR4UH1weQ2b,17,17143.7311111738,17143.7311111738,0,0,1,0,0,0,1,0,0,0,0
12XE8VygWeEbR8Nuctkffs4SLHhsRy17wrZ1648rbpMsEtPy,17,10106.4416002325,10106.4416002325,0,0,1,0,0,0,1,0,0,0,0
12c1ER3MNpeP79nWUELAiiEDmSY7vv7zJhCg9Y8WxvckTCiT,17,9964.7689810501,9964.7689810501,0,0,1,0,0,0,1,0,0,0,0
1vZVXeMAHC2PDsbpQoquDzEYdXveKBTcoPpWaZk7UyXZS5T,17,323263.6825823536,323263.6825823536,0,0,1,0,0,0,1,0,0,0,0
12K8D2QBZUtXW2NTLzvo4LVN3empt2HsffJpqZQC6HEs8GDg,17,6201.844727201,6201.844727201,0,0,1,0,0,0,1,0,0,0,0
14MgZu8SioEq6E8yRkBw6BoVnqLYLuMUhg83RDbrDrFXZPER,17,8001.2722669166,8001.2722669166,0,0,1,0,0,0,1,0,0,0,0
13UVJyLnbVp8c4FQeiGNtpskyhU4oj1nfjpHkssjJEuuhAyg,17,6550.8111311498,6550.8111311498,0,0,1,0,0,0,1,0,0,0,0
14U7wXuKUk7Zin539MWYfP6JcqJ2kSnomjxMot6GzGUr3Spi,17,401919.5008047879,401919.5008047879,0,0,1,0,0,0,1,0,0,0,0
12YQUkJ17rK67w8pMQPm9pdYHKfmjmdm7hRJssasuFtsFZ4k,17,5088.8335981147,5088.8335981147,0,0,1,0,0,0,1,0,0,0,0
1WUd8wA2c56e8cTg9e4z4pvPNrvLLk9hvA9oCQQSFVNZ5PB,17,51924.7993489303,51924.7993489303,0,0,1,0,0,0,1,0,0,0,0
14TRFpWwdv2rNwofs2dcnVCqMpaCU3wKBM1nggJhoa52YbeT,17,250841.0341663884,250841.0341663884,0,0,1,0,0,0,1,0,0,0,0
15rXogDQZHufnkbLAWGgZxgr58Ch7G9ZRvSFRM3hJjd6Z6pZ,17,570815.451532585,570815.451532585,0,0,1,0,0,0,1,0,0,0,0
16esK8HiRzRW94KcdcRkPkAwMSvsCbLRjYpXCyLH2CzgD1C8,17,50150.9528564772,50150.9528564772,0,0,1,0,0,0,1,0,0,0,0
19WKkXwz6pPwrHbZ5RSmJfd9M78rT62rmZEUHDuHKjzrY79,17,10084.2056599017,10084.2056599017,0,0,1,0,0,0,1,0,0,0,0
152todS95yyCBmRTMdjepfXfzDM2LWKifBBY5uxkVTm4u3qE,17,38437.2710137143,38437.2710137143,0,0,1,0,0,0,1,0,0,0,0
14VTx75P7Q7jF3iZKcMBM6bAc3oHUfMq9973wtdggjHXZqVX,17,12167.1998112567,12167.1998112567,0,0,1,0,0,0,1,0,0,0,0
1k3XkKXQ4DoXrxazcQ8Ja96i5Pjanys5h6cw58pCyPoncYt,17,180549.0104091075,180549.0104091075,0,0,1,0,0,0,1,0,0,0,0
14EBKnQFPYoKRpkaQNXiNzEzKx1A8YRkFx7n9UkkhqVKCpeF,17,58939.8144756726,58939.8144756726,0,0,1,0,0,0,1,0,0,0,0
1pvy6jEf7MpVziJfswzE6x6ygMVpU3MYw26s2zXvVmSteFz,17,12412.0191562291,12412.0191562291,0,0,1,0,0,0,1,0,0,0,0
1ZYZimwFiUkATyckCUrVbRx5dc4FMV1nm7rZUnmedvQAS8x,17,10075.6028145062,10075.6028145062,0,0,1,0,0,0,1,0,0,0,0
12SeJVjWXKgqRYFta6pjRQqkt63BQx1f9iawqtXy65Ph36c3,17,20418.964834589,20418.964834589,0,0,1,0,0,0,1,0,0,0,0
15MLkAyMW8au46x72mGWVNANh7mMK9PH4FkJ9zsGNuWggtxJ,17,5479.9651339829,5479.9651339829,0,0,1,0,0,0,1,0,0,0,0
143Yv8uvdejed3QuQ1Ddmewd7mFrx15md3A3d1i2xWhLvcQG,17,11000.6203378052,11000.6203378052,0,0,1,0,0,0,1,0,0,0,0
13Uat7WH57xx1uHjWbyVWdpNpihrbQHAHvJGJMT9yf7R6h4a,17,23419.23624035,23419.23624035,0,0,1,0,0,0,1,0,0,0,0
15TucurwX32K8mVZCeoyCS1293siArQEiN1CYXSTuZdAPb34,17,5894.2308862118,5894.2308862118,0,0,1,0,0,0,1,0,0,0,0
16QGTWpFFU1sXKmt3ZR1ERusnjsXNaPkvmaFoCkCsgZeEmRB,17,12341.866928751799,4.5024394899,12337.3644892619,0,1,0,0,0,1,0,0,0,0
14P787TDF4ZcuGpvBzBXwrxSKnRkig1WUdCnkcL24i6jVU7P,17,30054.7450039513,30054.7450039513,0,0,1,0,0,0,1,0,0,0,0
1efUcsNS8To6Co5jfyGtf5fNG2oG4FmvHP9hmK1raKx3zU8,17,5021.4768611704,1.4624904759,5020.0143706945,0,1,0,0,0,1,0,0,0,0
15wrPEThwUeTpSnM2vRaJ2W2sy3G1hExzfybKn2Xw5ZFbNvz,17,17351.2940899595,1.0599208317,17350.2341691278,0,1,0,0,0,1,0,0,0,0
13n1W4jBmfBqbyVnYd5hLfwBLsKK61WiQs7Vd4jZr3bY88qi,17,7013.3640219154,7013.3640219154,0,0,1,0,0,0,1,0,0,0,0
14RdnjBQLePAKXezEgj2dxeEgpgTJ9N87UDrVmvwDpteo8ka,17,60056.7412435127,60056.7412435127,0,0,1,0,0,0,1,0,0,0,0
13sPKKE4tP27rYHzQ2k6fs6nBdd5Y2XBhAVmXR4qgRAXgaLC,17,6105.5367198387,6105.5367198387,0,0,1,0,0,0,1,0,0,0,0
12zPn8277ZixeewxFnQdLEBgqM4pW1g4KiQJ8L7RoGTJ2nED,17,13351.449332702,13351.449332702,0,0,1,0,0,0,1,0,0,0,0
14AeCBQ345pHSDQM55jp9P5YtvTagYJcsQ5FAZkfeoycTnBc,17,8870.9475647445,8870.9475647445,0,0,1,0,0,0,1,0,0,0,0
15v6oRYmcazn9XmNzKGtfTQw93QRZg1888pPNXBSrDjEZjeQ,17,58004.8303421936,58004.8303421936,0,0,1,0,0,0,1,0,0,0,0
13aVz8c17PUTDCpbMsRCqxbBk5MppG62qA8T2e6g3KpjpLt,17,10010.6019355671,10010.6019355671,0,0,1,0,0,0,1,0,0,0,0
12h8fXBssUksMFny26XHnx5gftANUAeRf8R8irPGmgqCDSr,17,5067.7047065858,5067.7047065858,0,0,1,0,0,0,1,0,0,0,0
12A8hHk4vmhafr8HYiqYShumyyPi5rB38P1pzyHLQ2aJHiS5,17,5230.7535852649,5230.7535852649,0,0,1,0,0,0,1,0,0,0,0
124JJC8pAFMoqgZmwqwBUoaPBaPWB4ksfzbRrrRsx2mpzcMR,17,300000.8111257215,300000.8111257215,0,0,1,0,0,0,1,0,0,0,0
13Gx1pEYStviURPfVQAZyxUb9gutEQvK5gXzAp7n445b1Muf,17,23131.6944154833,23131.6944154833,0,0,1,0,0,0,1,0,0,0,0
12QZnPMncHxhtuzcFUj8UtizGB9L6JHrnzVAh6zPvKG5xFXz,17,13172.9889456806,13172.9889456806,0,0,1,0,0,0,1,0,0,0,0
1QakA8J56w5yoLAfNMgzn3o2SaLnWLYqMwDGEddMdThSG9C,17,7293.0576065254,7293.0576065254,0,0,1,0,0,0,1,0,0,0,0
15PkVHpuN2BHRxT3yNLHGEi2AjLP34tb9ExbSgJZptCXRGbR,17,5206.4078277529,3.7451618377,5202.6626659152,0,1,0,0,0,1,0,0,0,0
124ZEp1p3eYKpCwG5apZbCoJEMLMtusbYHn8wBkTLL3Eo6nM,17,69999.9836345738,69999.9836345738,0,0,1,0,0,0,1,0,0,0,0
123f7zJXoUSnCK3ieCHL4cWNqqUKc8wPga5mHnPY8xWZwj6L,17,9784.3298646791,9784.3298646791,0,0,1,0,0,0,1,0,0,0,0
15iyH9LJ1w9u7tW6H1DB98YyLBbvp614kPWyhM2jroqv2VZJ,17,98842.2237561144,98842.2237561144,0,0,1,0,0,0,1,0,0,0,0
142mpo9pvqPZTCCQzRMq3PFADhUvQKc5XQwWqdKf857VxA3v,17,9915.1907253857,9915.1907253857,0,0,1,0,0,0,1,0,0,0,0
155555duC1yxSxBAecXWJwTogrjH7ecW1wT12ApDjGDnM5Y6,17,11273.1003636543,11273.1003636543,0,0,1,0,0,0,1,0,0,0,0
13NmJ5kUh155fKbpt3XwdycEV1UDQmy4dCYcEvKHGUvvezkY,17,62144.7867452794,62144.7867452794,0,0,1,0,0,0,1,0,0,0,0
165inFGxsE4BVQz2YKxiS9T7vU3LnfP1fVxUTeCVQ1bcMAZh,17,11561.05894934,11561.05894934,0,0,1,0,0,0,1,0,0,0,0
157tPnRGy7beJ1DjcqAPkDJJtsEWYXJTp2n13jyKF1YR7Jzj,17,5010.865637678,5010.865637678,0,0,1,0,0,0,1,0,0,0,0
14s4s2erxRsUfsxMitEj6t9rUCnMYJXrF6FQMawmQX1Uh9jW,17,10690.1873328002,10690.1873328002,0,0,1,0,0,0,1,0,0,0,0
14mLQSpBEKj5FTmA3cQNcikwm1dbbBV3CyaSRijh16jnmKig,17,15727.0238846329,15727.0238846329,0,0,1,0,0,0,1,0,0,0,0
14PuLee5gPrKCz994NyKGsXA184senpEFzRTJLzsgrv8FJFR,17,15102.8327654078,15102.8327654078,0,0,1,0,0,0,1,0,0,0,0
12g3wGXrbV1VZjEGja9swHLcYYdDgs1G9JUzRtZdJuxVMw7t,17,10065.0148760685,1008.4476402543,9056.5672358142,0,1,0,0,0,1,0,0,0,0
13ZGpzwRLJd2YjmkZZKhPuexZgW9XQ3MQwQfKsqQMrPiZL2R,17,6167.4606942455,6167.4606942455,0,0,1,0,0,0,1,0,0,0,0
13cpHoJY9K1UBPFsZgqTF7byiEuB4yj1t4q8DtAWN57fkfCj,17,14670.5237824218,14670.5237824218,0,0,1,0,0,0,1,0,0,0,0
15hwj1cKi72ds9ciqa14EzbmU4RwmX97HoD1Uy6EkCC9ahdy,17,12242.9239122497,30.294476102,12212.6294361477,0,1,0,0,0,1,0,0,0,0
1rCEGj54jkBMw4YKjUzhGc6qQ8MjA51Js7TAnKsZZhzSfWj,17,22855.4802832295,22855.4802832295,0,0,1,0,0,0,1,0,0,0,0
15diyQvWGfE37rrhYHWauPwraEUvLWb3rWgbudEEXR46P3v3,17,8246.5977199826,8246.5977199826,0,0,1,0,0,0,1,0,0,0,0
134kYruXqqzRCbuxWSTSN5uMYSXKtDbBpor6X4YMw4nwhB8z,17,10068.5316091273,10068.5316091273,0,0,1,0,0,0,1,0,0,0,0
17QCT7U4erhHZdsSUh2kowPaxDd9eGBBTCxTNHzLTQcXCzp,17,39029.860579266,699.8850788333,38329.9755004327,0,1,0,0,0,1,0,0,0,0
13gGqtFKsRHc9TE7usCBa9KbHq3ZJ1yZBSTrFkjhDQz59fUZ,17,5014.3463477705,5014.3463477705,0,0,1,0,0,0,1,0,0,0,0
14TUm4ACuDkjvazKevHCwUKdLhK6PjyRwAwoLFsghoFwi4d2,17,5961.022801743,5961.022801743,0,0,1,0,0,0,1,0,0,0,0
128vz98nZDGaHZUP3omTDAH3A5etLyFuM7CA3VrjEL1Rihtu,17,8699.7001,8699.7001,0,0,1,0,0,0,1,0,0,0,0
13arTGXyC8drS7MtampD3KwbrKMAb2Qv2doX1zgjvUpVXVk9,17,6729.7962548108,6729.7962548108,0,0,1,0,0,0,1,0,0,0,0
12mVxcbQ44EgXuQi9ZZsXHWbMcMBdNa3eZq1htDmVNkdo5FJ,17,5629.4802502588,5629.4802502588,0,0,1,0,0,0,1,0,0,0,0
13UVJyLnbVp8c4FQeiGQ4bAq6XMuuzzQqFSWNZ3wH4RGxKkc,17,14334.2568907968,14334.2568907968,0,0,1,0,0,0,1,0,0,0,0
16eaQdzonCg2UPWZo63719TPYHPXE9ivTo8V4yLtHap3BT2a,17,5719.269200554701,3.1940015781,5716.0751989766,0,1,0,0,0,1,0,0,0,0
14e4AUs24r1KTHg3dhZ9TsgGGwZn2MgwPVa2jpcz3A9nthoh,17,765189.7034196813,765189.7034196813,0,0,1,0,0,0,1,0,0,0,0
15MK2D9Nes1p1yB7rEeSQszcePSJRdA7PDSZFrko9vUZHCe7,17,11365.2003389393,11365.2003389393,0,0,1,0,0,0,1,0,0,0,0
16GXhNVLhoQo67ZHh978qkHjV6rijjMc6ngELAnB4rwpoPyi,17,5708.7571660491,5708.7571660491,0,0,1,0,0,0,1,0,0,0,0
13x4jEd9ewdeCBt1YNjUULyKJLxCSbUqXHPRt75YRXE2FPTR,17,5701.0009160503,1.6016,5699.3993160503,0,1,0,0,0,1,0,0,0,0
1yBW2F1qEhpDDLrySRfaJxXviSq89Z2mAwkMwvh43pGqgwd,17,105402.5346588732,105402.5346588732,0,0,1,0,0,0,1,0,0,0,0
13VKkNXmHs3wwkSNGUgqs7QxD7bNX58GXMamDCCfJbJHXWU4,17,32935.6436824081,32935.6436824081,0,0,1,0,0,0,1,0,0,0,0
12sBXnd1j7dLpNkw7vpgoZ2RFs4sW39UJhJEH2gtVE6Z5Rbr,17,100009.7791051373,100009.7791051373,0,0,1,0,0,0,1,0,0,0,0
151f5hSFb6rofC7idxP2rqMDoEKBTWhWdaesdjXn7HSdKeyY,17,30001.4767427022,30001.4767427022,0,0,1,0,0,0,1,0,0,0,0
1128ijDEynXvM7uxvvVk6ZXfcLDtk3CjSdshuNwsrpUsexqS,17,5091.8980178786,5091.8980178786,0,0,1,0,0,0,1,0,0,0,0
16amBtp6YcVzcWryuArNBLm92XKZFeHCrYA3XjTRdfRQJ9Vr,17,49937.5118812144,49937.5118812144,0,0,1,0,0,0,1,0,0,0,0
1nm7HJKkSfJinDchoV9kBji8AXUqpwKcaNJZqDcZe3mosxT,17,29947.4035802091,558.016529474,29389.3870507351,0,1,0,0,0,1,0,0,0,0
161BkTquH9Amc8Mmke1zvE6WAwhbEHyRpQE5vSThd1JjPx8E,17,6526.6468620159,6526.6468620159,0,0,1,0,0,0,1,0,0,0,0
16S174hLDja9EkKSZu2F6nbvNEiq1BxSoHTtnPE5UNSeE1js,17,6505.5360838355,41.5961672129,6463.9399166226,0,1,0,0,0,1,0,0,0,0
14BJhGrrhpfep4i2gVC4ZJddSThNgR4MEDJGrPhG9qxAZkYr,17,373332.7178008197,373332.7178008197,0,0,1,0,0,0,1,0,0,0,0
15w4GfZAy4vCWgvVf2P8uRg6emoByEy6qfuKPE4BPKgz1Apq,17,33734.5120508625,33734.5120508625,0,0,1,0,0,0,1,0,0,0,0
14CncZqa3Hxuq5uY2TgVBtuk3tbCa6pUgV6E7rQVhuVzwiQm,17,18511.18359429,18511.18359429,0,0,1,0,0,0,1,0,0,0,0
13PL9TpvmmKNebwmm4SAfsfz46FotCzD6f6jzfu1Kij2bdfj,17,6445.6477284223,6445.6477284223,0,0,1,0,0,0,1,0,0,0,0
12bTJmSkS4Epn7Xh9DbmchviEUtjnFbyrCrCtzYUsuyJFwo7,17,24542.5304323086,24542.5304323086,0,0,1,0,0,0,1,0,0,0,0
162jAoyPqi2xBTNLRBFcvB9noJXTHuwumTtKNPPXPPNPRNzp,17,111103.2004446121,111103.2004446121,0,0,1,0,0,0,1,0,0,0,0
12jenMw5GGubix81K2tEhu38jAVAxhXhDkNSexfRP2TP76X7,17,7410.0006183747,4.9853021176,7405.0153162571,0,1,0,0,0,1,0,0,0,0
1skdjscBXwsdefCYdFLnGCcr5GNDBPFYXMjt9Jpvc6KDUBx,17,109264.1449975369,109264.1449975369,0,0,1,0,0,0,1,0,0,0,0
14JufsfUqB7ueSY3ZyJEsYuAkKruoax5QprTTjh3wuJjwznX,17,206636.1683555035,206636.1683555035,0,0,1,0,0,0,1,0,0,0,0
14SgByxB4N533UHtKTdVDLDS8zDZ27NLNHr762FDZjVUwTR1,17,7573.2409993052,7573.2409993052,0,0,1,0,0,0,1,0,0,0,0
1uXA1DWtz6qGoUxhEgFQ8NxkoxhBGfwZAvWa1yLBvx5qvZw,17,9175.174959954,9175.174959954,0,0,1,0,0,0,1,0,0,0,0
1Ar5vDuGhXgtUX6iwcStS4uo9YRtJxc1wWFBTjKizykzSxV,17,9249.6013639339,9249.6013639339,0,0,1,0,0,0,1,0,0,0,0
14xPAc8JfzDp4ZRKkYEJ9dLr9xUAmL7NkeSoE9RDmZCRePPW,17,42648.4153337542,42648.4153337542,0,0,1,0,0,0,1,0,0,0,0
13z7Sxf9DYfWjy82aKdZHCu42CMXaL2GESPYUocBoqF9n86F,17,17701.2014607791,17701.2014607791,0,0,1,0,0,0,1,0,0,0,0
1WWx8XjwZG4uyn1whJMiw5ErfKhv8HfkocYUJzcmjch6mnW,17,74746.9787040501,74746.9787040501,0,0,1,0,0,0,1,0,0,0,0
15UwtyfjimvkrBQDL8eEjv54MKDJacgU249VxNJa9GWD5sQM,17,12088.1486052204,88.1486052204,12000,0,1,0,0,0,1,0,0,0,0
15zmZPoJ5zuRFEYuRoXhjd1FQACegPYhbhLYc2s7GC6pQV7J,17,172216.7245869678,172216.7245869678,0,0,1,0,0,0,1,0,0,0,0
13VVaCiRxNgqXQfgFSXmz9MqbrFFYFGTWPYaJWuRJYPW7WhC,17,100024.9253942872,100024.9253942872,0,0,1,0,0,0,1,0,0,0,0
14oKsTVwhbXtWUzjSY89bkJjzDXQBUGfdwGSZ6ZktFjYyLrb,17,7748.423926056,7746.423926056,2,0,1,0,0,0,1,0,0,0,0
13EMVbC1Y4HT6P8f1gp66e5EfKPA7Z6sZ7vEK3pLZwJ8PpLc,17,100001.7434231255,100001.7434231255,0,0,1,0,0,0,1,0,0,0,0
167rR6WJqkH2jebNasB3Sif1iqoejQt7fmgewe5EgRB5E2SG,17,5991.132655037,5991.132655037,0,0,1,0,0,0,1,0,0,0,0
15krc9n21DNmYu79p7XeF6dtvphHxjt5W89Hp7Hqe2tvMYYb,17,2528276.1185112363,2528276.1185112363,0,0,1,0,0,0,1,0,0,0,0
1286vkgyRFZV8BeLe3CkJzW8wrkf8FLeV4H8Bwo18QaobG6o,17,38281.8045719855,38281.8045719855,0,0,1,0,0,0,1,0,0,0,0
14tgztMdqopzzEFFdyHiqQiUA4zwqmva4igUv57fQUwWsEaB,17,71322.2405089432,71322.2405089432,0,0,1,0,0,0,1,0,0,0,0
13pqfxZyxfqRPsW4wdZ6GFP6R58dmJ3kQ8brB1wzGVY877pS,17,28508.2440458912,28508.2440458912,0,0,1,0,0,0,1,0,0,0,0
12brnSMS2yJTzrmVkS7V2xL9yJWbm4ca26ah53Ez8TfE9GyA,17,79895.1772965849,79895.1772965849,0,0,1,0,0,0,1,0,0,0,0
12Msa6P1utVZGH4dzs3HWL6hkssVwvjTAiAX7Lue3iZrxsP1,17,18425.8754905968,18425.8754905968,0,0,1,0,0,0,1,0,0,0,0
12wqXsgwSpWbCX8s7EPmdABGdW4dkJAsFkbrhNBtKiWuV4Hj,17,100149.9528564772,100149.9528564772,0,0,1,0,0,0,1,0,0,0,0
13WVD1ZsRSpMaJvEZYGrCzoX4V5ntkKcVgoCrAtXoERHrDQG,17,5945.6404120576,5945.6404120576,0,0,1,0,0,0,1,0,0,0,0
13bbYhJAohbZGxppShzxz4sw459DMt7Wo8Utj8mrjX6WQysR,17,10784.9580961274,1.0073489412,10783.9507471862,0,1,0,0,0,1,0,0,0,0
121KaoRs6EhRCFxyh8sQjxVTGMTFYix4kpn2ACMg3mrSDkYs,17,29412.7133023939,29412.7133023939,0,0,1,0,0,0,1,0,0,0,0
12Wp45vQNbNqBEev1ZZQtJmjKwi3yCyKkCxGSLoXpuXXdkiw,17,6397.2256437029,6397.2256437029,0,0,1,0,0,0,1,0,0,0,0
14uRqRM9NRydqffJuz8jE2Hbud8mGwPXWBk2CVwo2Uyb34Sm,17,100024.9253029681,100024.9253029681,0,0,1,0,0,0,1,0,0,0,0
16hsx1KpdCkn4cUmjzDAuEZxZ8WnsQrY1PDdYnsX5iqwKEQW,17,6554.8095207938,6554.8095207938,0,0,1,0,0,0,1,0,0,0,0
15AXy4Zu93Gq2ChhL7U3gkaWmRygNnnQxHmQBdSL2bgxo57N,17,5900.6418467712,5900.6418467712,0,0,1,0,0,0,1,0,0,0,0
12AHbAcudprmsaXxu5tSmMcnSLEdmsEmQKmamXEGEcaoF7Pn,17,40196.3995865736,40196.3995865736,0,0,1,0,0,0,1,0,0,0,0
